10	Indhra Nilam	SRGMPDNS	SNDPMGRS
10	Kannada Saurashtram	SRMGMDPDNS	SNDPMGS
10	Kinnaresa Priya	SRGPDNS	SNDPGRS
10	Madhava Kalyan	SRGPDS	SNDPMGRS
10	Maghadhari	SGRMPDS	SNPGRS
10	Maghadhasri	SGRMPDS	SNPMRS
10	Magha Dhana	SGRMPDS	SNPMRS
10	Mangala Dhanyasi	SRGMPNS	SNDPGRS
10	Mathangagamini	SGMPDNS	SNDPMGS
10	Meghadha Sri	SGRMPDS	SNPGS
10	Muhurtha Dhanyasi	SGMPNS	SNDPMGRS
10	Moudha Dhanyasi	SGMPNS	SNPDMGRS
10	Naga Sugandi	SRMPNDS	SNDPMGRS
10	Nagamani	SRGMPDS	SDPMGRS
10	Natabharanam	SGMPNDNS	SNDNPMGRS
10	Nataka Thodi	SRGMPDNS	SDPMGRS
10	Natya Dharana	SRMPDS	SNDPMRS
10	Niranjini	SRGMPDS	SNDPMGRGS
10	Poorva Barasu	SMGMDNS	SNDPMGRS
10	Poorva Ramakriya	SRGMPNDNS	SNPDMGRS
10	Puranakam	SRGMDS	SDMGRS
10	Ragasugandhi	SRMPNDS	SNDPMGRS
10	Rasali	SRMPDNS	SDPMRS
10	Santva Bhasini	SGMPDS	SDPMGS
10	Saranga Bauli	SMGMPDNDS	SNDPMGRS
10	Siva Sakthi	SGMDS	SNDMGS
10	Sree Santha Bhashini	SRGMPDS	SNDMGRS
10	Sudheepaka	SRGMPDNS	SNDNDPMGRS
10	Sughandi	SRMPNDS	SNDPMGRS
10	Vasantha Kannada	SRGPDS	SGMPDS
10	Vijayanarayani	SRGMPDS	SNDPMGRS
10	Yoga Bhodini	SRGMDNS	SPMGRS
10	Yogavathi	SRGMDNS	SRGMDNS
11	Aimukham	SRGPDS	SNDPMGRS
11	Alla Gaathri	SGMDS	SNDMGRS
11	Arunambari	SGPS	SNPMGRS
11	Avikarai	SGPDS	SNPMS
11	Chathuranana Priya	SRGPDNS	SNDPGRS
11	Deeparam	SRGMPDNS	SNDNDPM
11	Isanan	SRGPDNS	SNDPMGRS
11	Kaumari	SRGMPDS	SNDPMGRS
11	Kokila Kamavardhani	SGMPMNDNS	SNPDMGS
11	Kokilaravam	SRGRMPDNS	SNDPMGRS
11	Manmagan	SGMPDNS	SNDPMGS
11	Maruva Desika	SGMPDPNS	SNDPMGRS
11	Mukha Priya	SRGMDNS	SNDMGRS
11	Nanbhan	SGMPDS	SNDPMRS
11	Nada Mukhari	SRGMPS	SNDPMGR
11	Naradha Mukhari	SRGMPDS	SNDPMGRS
11	Ooka Priya	SRGMDNS	SNDMGRS
11	Payasvini	SGMPDNS	SNDPMGS
11	Ratnamani	SRGMPDNS	SNDPGRS
11	Saradha	SGMPNS	SNDPMGRS
11	Saradha Bhairavi	SRGMPDNS	SNPGRS
11	Sindhu Kriya	SRGMPMDNS	SDPMGRS
11	Suddha Lalitha	SPMDNS	SNSDPMRS
11	Suddha Manjari	SGMPMDNS	SNPDMGRS
11	Thittipa Dhwani	SRGDNS	SNDGRS
