melakarta,raga,direction,swara,pattern,notes
68,Jyotiswarupini,aroha,m,,
68,Jyotiswarupini,aroha,p,,
68,Jyotiswarupini,aroha,d,,
68,Jyotiswarupini,aroha,n,,
68,Jyotiswarupini,aroha,s',,
68,Jyotiswarupini,avaroha,s,,
68,Jyotiswarupini,avaroha,r,,
68,Jyotiswarupini,avaroha,g,,
68,Jyotiswarupini,avaroha,m,,
68,Jyotiswarupini,avaroha,p,,
68,Jyotiswarupini,avaroha,d,,
68,Jyotiswarupini,avaroha,n,,
68,Jyotiswarupini,avaroha,s',,
69,Dhatuvardhini,aroha,s,,
69,Dhatuvardhini,aroha,r,,
69,Dhatuvardhini,aroha,g,,
69,Dhatuvardhini,aroha,m,,
69,Dhatuvardhini,aroha,p,,
69,Dhatuvardhini,aroha,d,,
69,Dhatuvardhini,aroha,n,,
69,Dhatuvardhini,aroha,s',,
69,Dhatuvardhini,avaroha,s,,
69,Dhatuvardhini,avaroha,r,,
69,Dhatuvardhini,avaroha,g,,
69,Dhatuvardhini,avaroha,m,,
69,Dhatuvardhini,avaroha,p,,
69,Dhatuvardhini,avaroha,d,,
69,Dhatuvardhini,avaroha,n,,
69,Dhatuvardhini,avaroha,s',,
70,Nasikabhushani,aroha,s,,
70,Nasikabhushani,aroha,r,,
70,Nasikabhushani,aroha,g,,
70,Nasikabhushani,aroha,m,,
70,Nasikabhushani,aroha,p,,
70,Nasikabhushani,aroha,d,,
70,Nasikabhushani,aroha,n,,
70,Nasikabhushani,aroha,s',,
70,Nasikabhushani,avaroha,s,,
70,Nasikabhushani,avaroha,r,,
70,Nasikabhushani,avaroha,g,,
70,Nasikabhushani,avaroha,m,,
70,Nasikabhushani,avaroha,p,,
70,Nasikabhushani,avaroha,d,,
70,Nasikabhushani,avaroha,n,,
70,Nasikabhushani,avaroha,s',,
71,Kosalam,aroha,s,,
71,Kosalam,aroha,r,,
71,Kosalam,aroha,g,,
71,Kosalam,aroha,m,,
71,Kosalam,aroha,p,,
71,Kosalam,aroha,d,,
71,Kosalam,aroha,n,,
71,Kosalam,aroha,s',,
71,Kosalam,avaroha,s,,
71,Kosalam,avaroha,r,,
71,Kosalam,avaroha,g,,
71,Kosalam,avaroha,m,,
71,Kosalam,avaroha,p,,
71,Kosalam,avaroha,d,,
71,Kosalam,avaroha,n,,
71,Kosalam,avaroha,s',,
72,Rasikapriya,aroha,s,,
72,Rasikapriya,aroha,r,,
72,Rasikapriya,aroha,g,,
72,Rasikapriya,aroha,m,,
72,Rasikapriya,aroha,p,,
72,Rasikapriya,aroha,d,,
72,Rasikapriya,aroha,n,,
72,Rasikapriya,aroha,s',,
72,Rasikapriya,avaroha,s,,
72,Rasikapriya,avaroha,r,,
72,Rasikapriya,avaroha,g,,
72,Rasikapriya,avaroha,m,,
72,Rasikapriya,avaroha,p,,
72,Rasikapriya,avaroha,d,,
72,Rasikapriya,avaroha,n,,
72,Rasikapriya,avaroha,s',,
